,rooms,area,floor,floors_total,metro,metro_minutes,metro_transport,district,seller_type,price_rub
5092,0.0,31.0,5,14,Динамо,5.0,walk,Беговой,agency,24900000.0
5093,0.0,10.0,1,5,Водный стадион,3.0,walk,Войковский,specialist,3890000.0
5094,2.0,77.0,11,21,Рижская,15.0,walk,Сокольники,agency,30700000.0
5095,3.0,72.2,8,8,Спортивная,11.0,walk,Хамовники,specialist,70000000.0
5096,2.0,49.3,7,16,Коньково,15.0,walk,Коньково,specialist,25500000.0
5097,1.0,39.2,11,42,Звенигородская,13.0,walk,Хорошево-Мневники,agency,29382438.0
5098,5.0,176.0,3,21,Панфиловская,15.0,walk,Щукино,specialist,87000000.0
5099,1.0,34.7,11,16,Зеленоград — Крюково,18.0,walk,9-й,owner,10000000.0
5100,0.0,50.2,39,64,Москва-Сити,2.0,walk,Пресненский,specialist,40900000.0
5101,2.0,54.17,31,52,Печатники,5.0,transport,Печатники,agency,24584512.0
5102,4.0,136.0,36,39,Ботанический сад,14.0,walk,Ростокино,specialist,103500000.0
5103,3.0,190.3,1,21,Аминьевская,11.0,walk,Раменки,agency,161374400.0
5104,2.0,49.2,9,41,Кутузовская,18.0,walk,Раменки,specialist,32640000.0
5105,0.0,27.0,6,16,Потапово,19.0,walk,Сосенское,agency,12206700.0
5106,1.0,34.3,10,16,Яхромская,18.0,walk,Восточное Дегунино,specialist,12000000.0
5107,1.0,33.4,22,30,Дубровка,4.0,walk,Южнопортовый,specialist,16980000.0
5108,2.0,47.6,45,53,Ботанический сад,10.0,walk,Свиблово,specialist,23900000.0
5109,1.0,32.11,21,23,Бунинская аллея,10.0,transport,Сосенское,agency,12386414.0
5110,4.0,75.0,2,5,Нагорная,12.0,walk,Котловка,specialist,25500000.0
5111,1.0,41.5,25,30,Стрешнево,5.0,walk,Щукино,agency,22786861.0
5112,4.0,93.0,12,14,Шелепиха,5.0,walk,Пресненский,specialist,40500000.0
5113,1.0,32.3,9,9,Медведково,10.0,walk,Северное Медведково,specialist,13000000.0
5114,2.0,44.0,5,9,Пражская,18.0,walk,Чертаново Центральное,owner,6500000.0
5115,3.0,85.45,2,20,Академическая,15.0,walk,Академический,agency,39374958.0
5116,3.0,110.0,14,23,Аминьевская,6.0,walk,Раменки,owner,54900000.0
5117,3.0,172.7,6,7,Площадь Революции,3.0,walk,Тверской,agency,725340000.0
5118,3.0,74.3,2,16,Нагатинский Затон,4.0,walk,Нагатинский затон,specialist,30000000.0
5119,2.0,70.8,3,13,Измайловская,15.0,walk,Измайлово,agency,19681468.0
5120,3.0,87.5,22,23,Бауманская,13.0,walk,Басманный,agency,61825000.0
5121,4.0,94.5,16,16,Ольховая,16.0,transport,Десёновское,owner,25000000.0
5122,3.0,58.7,8,9,Марьино,20.0,walk,Марьино,specialist,18600000.0
5123,3.0,120.8,9,16,Динамо,7.0,walk,Аэропорт,specialist,59800000.0
5124,0.0,37.6,31,35,Давыдково,9.0,walk,Можайский,agency,30528399.0
5125,2.0,86.5,16,18,Воробьёвы горы,15.0,walk,Хамовники,agency,153221000.0
5126,3.0,91.16,4,10,Трикотажная,8.0,walk,Покровское-Стрешнево,agency,36168277.0
5127,1.0,42.0,2,13,Строгино,17.0,transport,ЗАО,specialist,32900000.0
5128,3.0,153.8,6,15,Университет,5.0,walk,Раменки,specialist,129980000.0
5129,2.0,50.3,2,15,Кедровая,16.0,walk,Десёновское,agency,10813000.0
5130,4.0,169.97,15,16,Павелецкая,14.0,walk,Замоскворечье,agency,690180834.0
5131,1.0,77.94,3,7,Строгино,17.0,transport,ЗАО,agency,75445920.0
5132,2.0,108.88,2,16,Преображенская площадь,7.0,walk,Преображенское,agency,52653098.0
5133,0.0,27.4,19,21,Волгоградский проспект,16.0,walk,Нижегородский,agency,12860957.0
5134,4.0,99.9,6,37,Павелецкая,15.0,walk,Даниловский,agency,56303640.0
5135,4.0,108.3,33,39,Аминьевская,8.0,walk,Раменки,specialist,72500000.0
5136,0.0,24.2,5,20,Потапово,4.0,walk,Сосенское,specialist,12500000.0
5137,1.0,42.4,11,19,Тульская,12.0,walk,Даниловский,specialist,22900000.0
5138,2.0,103.2,13,22,Спартак,11.0,walk,Покровское-Стрешнево,agency,82673520.0
5139,1.0,39.1,16,33,Павелецкая,19.0,walk,Даниловский,specialist,28990000.0
5140,0.0,23.0,3,5,Кузнецкий мост,4.0,walk,Мещанский,agency,17700000.0
5141,2.0,62.9,27,29,Печатники,18.0,walk,Печатники,specialist,34000000.0
5142,3.0,80.0,4,24,Фили,19.0,walk,Филевский парк,agency,59000000.0
5143,0.0,21.6,22,24,Боровское шоссе,17.0,walk,Солнцево,agency,10608192.0
5144,1.0,31.3,1,10,Бунинская аллея,10.0,transport,Сосенское,agency,10212783.0
5145,3.0,63.6,8,9,Менделеевская,8.0,walk,Тверской,specialist,37000000.0
5146,0.0,30.2,4,43,Крылатское,18.0,walk,Крылатское,agency,22435580.0
5147,3.0,82.0,2,23,Площадь Ильича,16.0,walk,Лефортово,specialist,41999990.0
5148,1.0,27.4,5,9,Щёлковская,18.0,walk,Гольяново,specialist,10500000.0
5149,3.0,63.6,8,14,Академическая,13.0,walk,Академический,specialist,24600000.0
5150,5.0,170.0,17,22,Юго-Западная,16.0,walk,Тропарево-Никулино,specialist,77000000.0
5151,4.0,97.4,6,52,Павелецкая,16.0,walk,Даниловский,agency,61021100.0
5152,2.0,57.7,7,22,Давыдково,4.0,transport,Можайский,agency,36293300.0
5153,4.0,157.0,43,47,Павелецкая,9.0,walk,Даниловский,agency,136750140.0
5154,1.0,58.0,14,16,Автозаводская,10.0,walk,Даниловский,agency,43060000.0
5155,4.0,95.2,3,7,Ботанический сад,10.0,walk,Свиблово,specialist,35800000.0
5156,0.0,21.0,12,17,Ольховая,7.0,transport,Сосенское,specialist,7400000.0
5157,3.0,80.4,16,23,Бауманская,13.0,walk,Басманный,owner,47900000.0
5158,1.0,33.3,3,9,Сокол,4.0,walk,Сокол,owner,18000000.0
5159,5.0,181.0,3,26,Молодёжная,7.0,walk,Кунцево,specialist,127500000.0
5160,4.0,104.7,35,37,Павелецкая,15.0,walk,Даниловский,agency,71405400.0
5161,2.0,76.3,13,24,Новокузнецкая,12.0,walk,Замоскворечье,agency,121469600.0
5162,4.0,138.0,16,34,Поклонная,6.0,transport,Раменки,specialist,98000000.0
5163,2.0,52.5,2,5,Бульвар Рокоссовского,4.0,transport,Богородское,specialist,21500000.0
5164,6.0,514.0,9,9,Ломоносовский проспект,19.0,walk,Раменки,agency,855000000.0
5165,1.0,57.0,4,10,Мичуринский проспект,12.0,walk,Раменки,specialist,74900000.0
5166,0.0,32.3,3,9,Филатов Луг,12.0,transport,Филимонковское,specialist,10500000.0
5167,1.0,48.67,11,40,Минская,15.0,walk,Раменки,agency,45852462.0
5168,1.0,33.9,4,24,Кавказский бульвар,19.0,walk,Царицыно,agency,15261780.0
5169,3.0,154.0,9,11,Курская,15.0,walk,Басманный,specialist,195000000.0
5170,5.0,198.7,4,4,Пятницкое шоссе,12.0,walk,Митино,specialist,52000000.0
5171,0.0,46.0,5,25,Тушинская,5.0,transport,Покровское-Стрешнево,specialist,17990000.0
5172,3.0,110.0,8,13,Новаторская,12.0,walk,Обручевский,specialist,75000000.0
5173,3.0,147.0,9,9,Баррикадная,19.0,walk,Пресненский,agency,402030000.0
5174,1.0,46.4,5,43,Бульвар Рокоссовского,2.0,walk,Богородское,agency,23019040.0
5175,3.0,76.8,2,5,Баррикадная,11.0,walk,Арбат,specialist,69999000.0
5176,3.0,91.74,12,24,Медведково,4.0,transport,Южное Медведково,agency,30420984.0
5177,2.0,95.2,36,42,Фили,8.0,walk,Филевский парк,specialist,60000000.0
5178,3.0,71.3,19,25,Бульвар Рокоссовского,19.0,walk,Метрогородок,agency,29453315.0
5179,3.0,64.96,8,9,Варшавская,13.0,walk,Москворечье-Сабурово,agency,31089856.0
5180,0.0,27.0,13,24,Митино,9.0,walk,Митино,specialist,9200000.0
5181,2.0,92.2,8,10,Мичуринский проспект,17.0,walk,Раменки,owner,101300000.0
5182,4.0,185.4,12,17,Минская,16.0,walk,Раменки,specialist,125000000.0
5183,6.0,412.5,6,15,Охотный ряд,1.0,walk,Тверской,specialist,688121829.12
5184,3.0,69.0,27,54,Дмитровская,7.0,walk,Савеловский,specialist,63000000.0
5185,1.0,38.4,12,24,Медведково,4.0,transport,Лосиноостровский,specialist,17800000.0
5186,1.0,33.3,29,38,Волгоградский проспект,6.0,walk,Южнопортовый,specialist,20990000.0
5187,2.0,51.0,13,14,Серпуховская,8.0,walk,Замоскворечье,agency,29500000.0
5188,2.0,65.6,18,42,Спартак,20.0,walk,Покровское-Стрешнево,agency,40168192.0
5189,4.0,161.4,54,55,Бутырская,2.0,walk,Бутырский,agency,169339576.0
5190,1.0,29.1,9,10,Пыхтино,19.0,walk,Внуковское,agency,13028856.0
5191,0.0,24.7,17,19,Потапово,5.0,transport,Сосенское,agency,10894676.0
5192,3.0,73.2,2,14,Крымская,9.0,transport,Академический,specialist,29000000.0
5193,2.0,90.0,11,20,Народное Ополчение,13.0,walk,Хорошево-Мневники,specialist,40000000.0
5194,3.0,132.0,5,8,Парк Победы,8.0,walk,Дорогомилово,agency,198000000.0
5195,0.0,25.65,4,7,Селигерская,7.0,walk,Западное Дегунино,specialist,15500000.0
5196,1.0,56.6,52,90,Деловой центр,4.0,walk,Пресненский,agency,64993780.0
5197,2.0,52.9,2,52,Москворечье,18.0,walk,Москворечье-Сабурово,agency,20627455.0
5198,2.0,56.3,21,24,Отрадное,18.0,walk,Останкинский,specialist,28900000.0
5199,0.0,42.5,4,6,Парк Культуры,7.0,walk,Хамовники,owner,29700000.0
5200,2.0,92.3,24,24,Хорошёвская,11.0,walk,Хорошевский,specialist,130000000.0
5201,2.0,59.8,30,43,ЗИЛ,7.0,walk,Даниловский,agency,29796725.0
5202,1.0,38.0,14,33,Шелепиха,9.0,walk,Хорошево-Мневники,agency,26999999.0
5203,5.0,142.3,5,5,Библиотека им. Ленина,4.0,walk,Арбат,specialist,220000000.0
5204,3.0,82.07,5,39,Октябрьское поле,13.0,walk,Хорошево-Мневники,agency,41329183.0
5205,2.0,47.7,2,3,Белорусская,11.0,walk,Беговой,specialist,35000000.0
5206,3.0,69.7,7,49,Дмитровская,6.0,walk,Савеловский,specialist,33900000.0
5207,3.0,76.4,14,14,Молжаниново,16.0,transport,Молжаниновский,agency,20554809.0
5208,4.0,147.0,22,22,Октябрьская,12.0,walk,Якиманка,agency,133000000.0
5209,3.0,70.0,9,14,Минская,5.0,transport,Раменки,agency,45000000.0
5210,4.0,110.8,36,43,Павелецкая,14.0,walk,Даниловский,agency,86743326.0
5211,4.0,134.5,5,13,Минская,5.0,transport,Раменки,specialist,125000000.0
5212,4.0,25.3,2,12,Кленовый бульвар,9.0,walk,Нагатинский затон,owner,5000000.0
5213,2.0,73.0,6,28,ЗИЛ,8.0,transport,Даниловский,specialist,35000000.0
5214,0.0,28.9,10,27,Технопарк,17.0,walk,Нагатинский затон,agency,21589888.0
5215,2.0,57.0,9,17,Новокосино,12.0,walk,Новокосино,specialist,19000000.0
5216,2.0,81.1,4,24,Улица 1905 года,15.0,walk,Пресненский,agency,95941300.0
5217,1.0,45.0,13,14,Минская,15.0,walk,Раменки,agency,46490000.0
5218,1.0,32.8,1,9,Сокольники,7.0,walk,Сокольники,agency,13500000.0
5219,3.0,65.9,3,12,Бауманская,12.0,walk,Басманный,agency,23500000.0
5220,3.0,112.0,10,13,Электрозаводская,16.0,walk,Басманный,specialist,80000000.0
5221,2.0,49.7,9,9,Вешняки,12.0,walk,Вешняки,specialist,13300000.0
5222,1.0,55.36,1,14,Давыдково,4.0,transport,Можайский,agency,36463252.0
5223,3.0,110.0,4,20,Калужская,8.0,walk,Обручевский,agency,63525000.0
5224,1.0,38.2,8,14,Филатов Луг,15.0,transport,Филимонковское,agency,13398055.0
5225,2.0,58.7,17,28,Зорге,8.0,walk,Хорошевский,specialist,43900000.0
5226,2.0,44.9,7,9,Зябликово,14.0,walk,Орехово-Борисово Южное,agency,15300000.0
5227,3.0,182.0,8,8,Ольховая,15.0,walk,Сосенское,specialist,54990000.0
5228,4.0,158.8,12,39,Минская,13.0,walk,Раменки,specialist,120000000.0
5229,3.0,81.0,2,7,Баррикадная,8.0,walk,Пресненский,specialist,47000000.0
5230,2.0,41.5,3,5,Преображенская площадь,8.0,walk,Преображенское,agency,11785000.0
5231,0.0,21.6,5,8,Калитники,7.0,walk,Таганский,specialist,8500000.0
5232,2.0,43.7,3,5,Петровский Парк,8.0,walk,Савеловский,specialist,18600000.0
5233,0.0,26.0,13,33,Грачёвская,10.0,walk,Западное Дегунино,agency,13600000.0
5234,1.0,42.7,21,43,Шелепиха,4.0,transport,Хорошево-Мневники,specialist,26000000.0
5235,3.0,49.3,3,9,Зеленоград — Крюково,5.0,transport,4-й,agency,10150870.0
5236,2.0,41.5,2,5,Семёновская,12.0,walk,Соколиная гора,specialist,14900000.0
5237,3.0,98.1,11,13,Вавиловская,9.0,walk,Ломоносовский,specialist,52000000.0
5238,6.0,146.2,5,6,Сухаревская,4.0,walk,Красносельский,specialist,163000000.0
5239,4.0,82.8,23,28,Нагорная,7.0,walk,Нагорный,agency,43006320.0
5240,1.0,34.0,1,9,Белорусская,6.0,walk,Беговой,specialist,19000000.0
5241,4.0,189.0,13,44,Славянский бульвар,9.0,walk,Фили-Давыдково,specialist,83000000.0
5242,1.0,48.0,5,17,Силикатная,11.0,walk,Рязановское,specialist,11800000.0
5243,0.0,15.3,5,5,Автозаводская,5.0,walk,Даниловский,specialist,5300000.0
5244,1.0,42.1,7,8,Пенягино,15.0,transport,ЗАО,specialist,32200000.0
5245,3.0,111.9,6,11,Улица 1905 года,15.0,walk,Пресненский,agency,129468300.0
5246,1.0,34.3,10,15,Ольховая,19.0,transport,Десёновское,owner,9500000.0
5247,0.0,15.6,1,16,Текстильщики,14.0,walk,Текстильщики,specialist,3999000.0
5248,6.0,261.4,5,5,Новокузнецкая,6.0,walk,Замоскворечье,specialist,370000000.0
5249,3.0,59.2,9,9,Коломенская,4.0,walk,Нагатинский затон,specialist,20000000.0
5250,1.0,45.7,10,22,Тушинская,10.0,walk,Покровское-Стрешнево,specialist,17200000.0
5251,2.0,61.4,18,19,Бульвар Рокоссовского,4.0,transport,Богородское,agency,24306384.0
5252,1.0,36.9,4,9,Маяковская,2.0,walk,Тверской,specialist,58000000.0
5253,4.0,107.1,17,17,Рассказовка,3.0,transport,Внуковское,agency,34469863.0
